park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
54,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,33,38,47,56,66,74,78,77,70,59,48,38,3,3,4,4,4,3,3,3,3,3,3,3,8,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Louisville Slugger Field","default_grass.jpg","default_grass.jpg",0,15000,0,0,0,0,"","",1
55,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,40,42,49,57,66,75,79,77,72,61,52,44,3,3,4,3,3,3,3,3,3,3,3,3,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Harbor Park","default_grass.jpg","default_grass.jpg",0,15000,0,0,0,0,"","",1
56,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"McCoy Stadium","default_grass.jpg","default_grass.jpg",0,15000,0,0,0,0,"","",1
57,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,24,25,34,45,57,66,71,69,61,50,40,29,6,6,5,4,4,4,3,3,4,4,5,6,10,4,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Frontier Field","default_grass.jpg","default_grass.jpg",0,15000,0,0,0,0,"","",1
58,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"PNC Field","default_grass.jpg","default_grass.jpg",0,15000,0,0,0,0,"","",1
59,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,23,25,34,45,57,66,71,69,61,50,40,29,7,6,6,5,4,4,3,3,4,4,6,7,9,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Alliance Bank Stadium","default_grass.jpg","default_grass.jpg",0,15000,0,0,0,0,"","",1
60,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,24,27,37,48,60,69,73,71,64,52,41,29,4,3,4,4,4,3,3,3,3,3,4,5,9,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Fifth Third Field","default_grass.jpg","default_grass.jpg",0,15000,0,0,0,0,"","",1
61,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Dickey-Stephens Park","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
62,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,56,60,66,72,78,82,84,84,81,74,65,58,3,3,3,2,2,3,2,2,3,3,3,3,12,7,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Whataburger Field","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
63,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Dr Pepper Ballpark","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
64,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,43,49,56,64,73,80,82,80,74,64,52,45,2,2,1,1,2,2,2,2,2,2,1,1,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Citibank Ballpark","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
65,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Arvest Ballpark","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
66,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,50,55,62,69,76,82,84,84,79,71,60,52,3,3,3,3,3,3,3,2,3,3,3,3,9,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Wolff Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
67,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,32,37,46,56,65,73,79,78,69,58,46,36,3,3,3,4,3,3,3,3,3,3,3,3,10,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Hammons Field","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
68,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,36,42,51,61,69,78,84,82,74,63,50,40,2,3,3,3,3,3,3,2,3,3,3,3,10,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"ONEOK Field","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
69,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,43,47,55,61,69,76,80,80,74,63,53,46,3,3,4,3,3,3,3,4,3,2,3,3,7,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Regions Park","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
70,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,39,43,51,60,68,75,80,79,72,60,50,42,4,4,4,3,3,4,3,4,3,3,3,3,6,3,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"AT&T Field","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
71,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,40,44,52,60,69,76,80,79,72,61,51,43,3,3,4,3,3,3,3,4,3,2,3,3,8,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Joe Davis Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
72,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,45,49,57,63,72,79,81,81,76,64,55,48,3,3,3,3,3,3,3,3,3,2,3,3,7,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Pringles Park","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
73,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,53,56,62,67,73,79,82,81,78,69,62,55,3,3,3,3,3,4,4,5,4,3,3,3,8,3,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Baseball Grounds of Jacksonville","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
74,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Trustmark Park","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
75,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,50,54,60,66,74,79,82,81,77,68,59,52,3,3,4,3,3,3,3,3,3,3,3,3,9,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Hank Aaron Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
76,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,47,51,58,64,72,79,82,81,76,65,56,49,3,3,3,3,3,4,4,5,3,2,3,3,7,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Riverwalk Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
77,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,52,55,61,67,75,81,83,82,79,70,61,54,3,3,3,3,3,4,3,5,3,2,3,3,8,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Pensacola Bayfront Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
78,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Smokies Park","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
79,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,25,28,38,48,59,68,72,70,63,52,41,31,5,5,5,5,4,4,3,3,3,3,5,5,10,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Canal Park","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
80,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,3,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Peoples Natural Gas Field","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
81,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,22,24,33,44,56,64,69,67,59,48,38,27,5,5,5,5,5,4,4,3,4,4,5,6,10,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"NYSEG Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
82,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Prince George's Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
83,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,27,28,37,47,58,67,72,71,64,53,43,33,7,6,5,5,4,4,3,3,4,4,6,7,11,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Jerry Uht Park","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
84,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,30,33,42,52,62,71,76,74,66,55,44,35,3,3,4,4,4,4,3,3,3,3,3,3,8,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Metro Bank Park","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
85,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"New Britain Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
86,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Northeast Delta Dental Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
87,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,40,43,47,51,57,63,68,69,64,54,46,40,6,6,6,5,4,3,3,2,3,4,7,7,8,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Hadlock Field","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
88,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"FirstEnergy Stadium","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
89,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,36,40,48,57,65,74,78,76,70,58,49,40,3,3,4,3,3,3,3,3,3,3,3,3,8,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"The Diamond","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
90,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Mercer County Waterfront Park","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
91,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,7,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Pohlman Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
92,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Bowling Green Ballpark","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
93,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,18,20,31,44,57,66,71,68,59,48,37,25,5,4,4,4,5,4,4,4,4,4,5,5,9,7,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Community Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
94,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"New Veterans Memorial Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
95,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Ashford University Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
96,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,26,30,40,51,61,70,74,72,65,54,42,31,4,4,4,4,4,4,3,3,3,3,4,4,10,4,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Fifth Third Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
97,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,24,27,38,49,60,70,73,71,64,52,41,29,4,3,4,4,4,3,3,3,3,3,4,4,10,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Parkview Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
98,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Dow Diamond","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
99,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Fifth Third Bank Ballpark","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
100,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Classic Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
101,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,22,24,34,46,57,66,70,68,61,49,38,27,5,4,4,4,3,4,3,3,3,3,4,5,10,3,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Cooley Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
102,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,23,28,40,51,62,71,75,73,65,53,40,28,3,3,4,4,4,3,3,3,3,3,3,3,10,4,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"O'Brien Field","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
103,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Modern Woodman Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
104,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,23,27,38,48,60,69,73,71,63,52,40,29,5,4,5,4,4,4,3,3,3,3,4,5,10,7,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Coveleski Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
105,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Fifth Third Ballpark","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
106,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Fox Cities Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
107,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,36,39,46,54,62,69,73,72,66,55,46,39,3,3,4,3,4,4,4,4,3,3,3,3,7,2,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"McCormick Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
108,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,45,48,56,62,71,78,81,79,74,63,54,47,3,3,3,3,3,3,3,3,3,2,3,3,6,6,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Lake Olmstead Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
109,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,48,51,58,64,72,78,82,81,76,66,58,51,3,3,3,3,3,4,3,5,3,2,3,3,9,5,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"The Joe Ballpark","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
110,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,42,45,49,53,60,69,76,76,69,58,49,44,2,1,1,2,1,1,0,0,1,2,2,2,11,0,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"Perdue Stadium","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
111,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,38,41,49,58,66,74,78,76,70,59,49,41,3,3,4,3,3,3,3,4,3,3,3,3,8,1,325,360,380,400,380,360,325,8,8,8,8,8,8,8,"NewBridge Bank Park","default_grass.jpg","default_grass.jpg",0,7000,0,0,0,0,"","",1
