player_id,team_id,league_id,position,role,fielding_ratings_infield_range,fielding_ratings_infield_arm,fielding_ratings_turn_doubleplay,fielding_ratings_outfield_range,fielding_ratings_outfield_arm,fielding_ratings_catcher_arm,fielding_ratings_catcher_ability,fielding_ratings_infield_error,fielding_ratings_outfield_error,fielding_experience0,fielding_experience1,fielding_experience2,fielding_experience3,fielding_experience4,fielding_experience5,fielding_experience6,fielding_experience7,fielding_experience8,fielding_experience9,fielding_rating_pos1,fielding_rating_pos2,fielding_rating_pos3,fielding_rating_pos4,fielding_rating_pos5,fielding_rating_pos6,fielding_rating_pos7,fielding_rating_pos8,fielding_rating_pos9
5348,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5349,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5350,0,0,3,0,0,0,0,61,102,0,0,0,79,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,46
5351,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5352,0,0,5,0,77,123,60,0,0,0,0,73,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0
5353,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5354,0,0,5,0,67,56,109,0,0,0,0,79,0,0,100,0,0,200,0,0,0,0,0,87,0,0,53,0,0,0,0,0
5355,0,0,4,0,67,56,109,0,0,0,0,79,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0,0,0,0,0
5356,0,0,7,0,67,56,109,0,0,0,0,79,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5357,0,0,7,0,0,0,0,68,92,0,0,0,92,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,69,0,0
5358,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5359,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5360,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5361,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5362,0,0,4,0,124,114,114,0,0,0,0,118,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,86,0,0,0
5363,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5364,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5365,0,0,9,0,0,0,0,0,0,85,85,0,0,0,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
5366,0,0,3,0,0,0,0,117,73,0,0,0,76,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0
5367,0,0,4,0,0,0,0,61,102,0,0,0,79,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,46
5368,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5369,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5370,0,0,6,0,0,0,0,117,73,0,0,0,76,0,100,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0
5371,0,0,2,0,0,0,0,126,84,0,0,0,88,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,71,0
5372,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5373,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5374,0,0,5,0,0,0,0,0,0,100,100,0,0,0,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
5375,0,0,2,0,0,0,0,0,0,85,85,0,0,0,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
5376,0,0,8,0,67,56,109,0,0,0,0,79,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5377,0,0,4,0,86,134,70,0,0,0,0,84,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0
5378,0,0,8,0,0,0,0,0,0,85,85,0,0,0,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
5379,0,0,9,0,0,0,0,0,0,85,85,0,0,0,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
5380,0,0,8,0,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5381,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5382,0,0,3,0,0,0,0,68,116,0,0,0,92,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,62
5383,0,0,5,0,86,134,70,0,0,0,0,84,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0
5384,0,0,2,0,76,68,122,0,0,0,0,92,0,0,0,0,0,200,0,0,0,0,0,0,0,0,71,0,0,0,0,0
5385,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5386,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5387,0,0,5,0,0,0,0,61,79,0,0,0,79,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,56,0,0
5388,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5389,0,0,2,0,124,114,114,0,0,0,0,118,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,86,0,0,0
5390,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5391,0,0,5,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
5392,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5393,0,0,7,0,45,30,26,0,0,0,0,45,0,0,0,0,200,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
5394,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5395,0,0,7,0,0,0,0,68,116,0,0,0,92,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,62
5396,0,0,4,0,0,0,0,126,84,0,0,0,88,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,71,0
5397,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5398,0,0,8,0,35,25,22,0,0,0,0,35,0,0,100,0,200,0,0,0,0,0,0,37,0,64,0,0,0,0,0,0
5399,0,0,8,0,67,56,109,0,0,0,0,79,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0,0,0,0,0
5400,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5401,0,0,7,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0
5402,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5403,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5404,0,0,3,0,0,0,0,61,102,0,0,0,79,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,46
5405,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5406,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5407,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5408,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5409,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5410,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5411,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5412,0,0,5,0,0,0,0,117,73,0,0,0,76,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0
5413,0,0,3,0,0,0,0,68,116,0,0,0,92,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,62
5414,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5415,0,0,5,0,77,123,60,0,0,0,0,73,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0
5416,0,0,9,0,0,0,0,61,102,0,0,0,79,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,46
5417,0,0,4,0,0,0,0,68,92,0,0,0,92,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,69,0,0
5418,0,0,8,0,0,0,0,117,73,0,0,0,76,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0
5419,0,0,9,0,0,0,0,68,116,0,0,0,92,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,62
5420,0,0,7,0,35,25,22,0,0,0,0,35,0,0,0,0,200,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0
5421,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5422,0,0,8,0,67,56,109,0,0,0,0,79,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5423,0,0,9,0,76,68,122,0,0,0,0,92,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5424,0,0,6,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
5425,0,0,4,0,67,56,109,0,0,0,0,79,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0,0,0,0,0
5426,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5427,0,0,3,0,35,25,22,0,0,0,0,35,0,0,0,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
5428,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5429,0,0,8,0,86,134,70,0,0,0,0,84,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0
5430,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5431,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5432,0,0,3,0,0,0,0,61,79,0,0,0,79,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,56,0,0
5433,0,0,8,0,35,25,22,0,0,0,0,35,0,0,0,0,200,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
5434,0,0,8,0,0,0,0,126,84,0,0,0,88,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,71,0
5435,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5436,0,0,9,0,0,0,0,61,79,0,0,0,79,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,56,0,0
5437,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5438,0,0,5,0,86,134,70,0,0,0,0,84,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0
5439,0,0,7,0,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5440,0,0,9,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
5441,0,0,3,0,0,0,0,61,79,0,0,0,79,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,56,0,0
5442,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5443,0,0,7,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
5444,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5445,26,100,1,12,46,38,40,1,12,0,0,39,10,0,200,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0
5446,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5447,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5448,0,0,2,0,0,0,0,61,79,0,0,0,79,0,100,0,0,0,0,0,200,0,0,0,0,0,0,0,0,56,0,0
5449,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5450,0,0,5,0,76,68,122,0,0,0,0,92,0,0,0,0,0,200,0,0,0,0,0,0,0,0,71,0,0,0,0,0
5451,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5452,0,0,5,0,35,25,22,0,0,0,0,35,0,0,0,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
5453,0,0,3,0,0,0,0,68,92,0,0,0,92,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,69,0,0
5454,0,0,2,0,0,0,0,0,0,100,100,0,0,0,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
5455,0,0,3,0,86,134,70,0,0,0,0,84,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0
5456,0,0,3,0,0,0,0,68,116,0,0,0,92,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,62
5457,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5458,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5459,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5460,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5461,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5462,0,0,8,0,35,25,22,0,0,0,0,35,0,0,0,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
5463,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5464,0,0,6,0,0,0,0,68,92,0,0,0,92,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,69,0,0
5465,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5466,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5467,0,0,5,0,0,0,0,68,92,0,0,0,92,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,69,0,0
5468,0,0,7,0,0,0,0,61,79,0,0,0,79,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,56,0,0
5469,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5470,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5471,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5472,0,0,4,0,0,0,0,0,0,85,85,0,0,0,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
5473,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5474,0,0,2,0,45,30,26,0,0,0,0,45,0,0,0,0,200,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0
5475,0,0,7,0,0,0,0,61,102,0,0,0,79,0,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,46
5476,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5477,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5478,0,0,6,0,124,114,114,0,0,0,0,118,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,86,0,0,0
5479,0,0,5,0,0,0,0,0,0,100,100,0,0,0,100,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
5480,0,0,4,0,67,56,109,0,0,0,0,79,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0,0,0,0,0
5481,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5482,0,0,2,0,0,0,0,126,84,0,0,0,88,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,71,0
5483,0,0,2,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
5484,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5485,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5486,0,0,8,0,0,0,0,0,0,100,100,0,0,0,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
5487,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5488,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5489,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5490,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5491,0,0,4,0,0,0,0,61,79,0,0,0,79,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,56,0,0
5492,0,0,8,0,35,25,22,0,0,0,0,35,0,0,0,0,200,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0
5493,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5494,0,0,2,0,0,0,0,68,116,0,0,0,92,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,62
5495,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5496,0,0,5,0,124,114,114,0,0,0,0,118,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,86,0,0,0
5497,0,0,4,0,124,114,114,0,0,0,0,118,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,86,0,0,0
5498,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5499,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5500,0,0,6,0,0,0,0,0,0,100,100,0,0,0,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
5501,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5502,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5503,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5504,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5505,0,0,2,0,0,0,0,61,102,0,0,0,79,0,100,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,46
5506,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5507,0,0,1,12,76,68,122,0,0,0,0,92,0,0,100,0,0,200,0,0,0,0,0,101,0,0,0,0,0,0,0,0
5508,0,0,2,0,0,0,0,61,102,0,0,0,79,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,46
5509,0,0,6,0,0,0,0,126,84,0,0,0,88,0,100,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,71,0
5510,0,0,6,0,0,0,0,0,0,85,85,0,0,0,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
5511,0,0,3,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
5512,0,0,7,0,2,15,16,139,95,0,0,13,108,0,0,0,0,0,0,0,115,200,128,0,0,0,0,0,0,90,96,81
5513,0,0,4,0,76,68,122,0,0,0,0,92,0,0,0,0,0,200,0,0,0,0,0,0,0,0,71,0,0,0,0,0
5514,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5515,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5516,0,0,6,0,86,134,70,0,0,0,0,84,0,0,100,0,0,0,200,0,0,0,0,108,0,0,0,80,0,0,0,0
5517,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5518,45,101,6,0,104,81,116,7,6,0,0,110,13,0,0,0,0,200,200,200,0,0,0,0,0,0,100,67,62,0,0,0
5519,0,0,5,0,86,134,70,0,0,0,0,84,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0
5520,0,0,6,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
5521,0,0,3,0,0,0,0,0,0,100,100,0,0,0,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
5522,0,0,8,0,0,0,0,61,79,0,0,0,79,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,56,0,0
5523,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5524,0,0,9,0,0,0,0,117,73,0,0,0,76,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0
5525,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5526,0,0,3,0,0,0,0,0,0,100,100,0,0,0,0,200,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0
5527,0,0,5,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
5528,0,0,2,0,86,134,70,0,0,0,0,84,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0
5529,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5530,0,0,8,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
5531,0,0,9,0,67,56,109,0,0,0,0,79,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0,0,0,0,0
5532,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5533,0,0,5,0,86,134,70,0,0,0,0,84,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0
5534,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5535,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5536,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5537,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5538,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5539,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5540,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5541,0,0,2,0,0,0,0,68,92,0,0,0,92,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,69,0,0
5542,0,0,6,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
5543,0,0,2,0,0,0,0,0,0,85,85,0,0,0,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
5544,0,0,2,0,67,56,109,0,0,0,0,79,0,0,0,0,0,200,0,0,0,0,0,0,0,0,53,0,0,0,0,0
5545,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5546,0,0,4,0,76,68,122,0,0,0,0,92,0,0,0,0,0,200,0,0,0,0,0,0,0,0,71,0,0,0,0,0
5547,0,0,4,0,86,134,70,0,0,0,0,84,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0
5548,0,0,9,0,0,0,0,68,116,0,0,0,92,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,62
5549,0,0,1,12,34,54,34,0,0,0,0,34,0,0,200,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
5550,0,0,1,12,28,48,28,0,0,0,0,28,0,0,200,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
5551,0,0,6,0,113,103,103,0,0,0,0,106,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,67,0,0,0
