coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_c,teach_if,teach_of,handle_veterans,handle_rookies,handle_players,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,opener,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,basecoach_value,positive_relation,negative_relation
421,"Justin","Maricle","",41,"1970-4-9",41750,206,215,186,1,10,2,49,0,0,100000,3,0,0,11,2,16,0,1,64,46,60,62,60,54,71,39,0,0,0,0,0,1,4,0,0,0,55,0,0,0,0,1,0,-1,0,-1,0,1,3,1,-1,0,-1,0,1,-1,0,-1,1,-1,-1,1,0,-1,-4,0,0,2,3,5,-3,-4,-5,3,0,-1,6,7,5,2,-5,-3,-3,-6,83,48,62,6,0,55,3,0
422,"Ryan","Rice","",35,"1976-9-25",3827,206,200,193,5,2,5,0,0,0,0,0,0,0,2,10,0,5,2,60,56,21,13,33,53,70,42,0,0,0,0,0,3,3,3,3,0,47,0,0,0,0,3,0,2,3,2,0,-1,2,1,2,3,3,3,3,0,2,0,1,2,2,2,-2,0,-5,0,0,-1,-9,-2,-4,1,1,3,0,0,8,8,3,1,0,1,3,4,48,56,59,5,0,34,0,4
423,"Mike","Hutton","",38,"1973-5-2",56473,206,190,187,4,1,4,49,0,0,70000,2,0,0,10,6,6,11,4,15,84,35,16,4,72,83,58,0,0,0,0,0,0,2,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,-4,-1,5,2,0,0,4,7,7,2,9,3,3,1,42,81,29,9,0,26,0,1
424,"John","Dietz","",36,"1975-9-14",47541,206,215,188,1,4,2,0,0,0,0,0,0,0,6,11,3,8,3,52,36,55,47,91,59,40,60,0,0,0,0,0,1,2,2,3,0,59,0,0,0,0,1,-1,-1,1,0,1,0,3,1,0,1,0,1,1,-1,1,0,1,0,-1,1,0,1,-3,0,0,-5,-3,3,3,-3,3,1,0,-1,7,7,4,2,-1,-1,2,-4,72,40,52,7,0,57,2,3
425,"Ernesto","Ruic","",40,"1971-7-14",71432,56,190,175,5,9,5,0,0,0,0,0,0,0,7,2,7,2,1,76,8,2,17,25,37,57,74,0,0,0,0,0,0,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,3,2,3,1,0,5,10,3,2,5,3,-2,-5,57,20,71,4,0,23,0,3
426,"Fernando","Chute","",42,"1970-2-8",11714,206,215,193,4,10,4,0,0,0,0,0,0,0,6,8,5,9,4,26,67,34,18,6,73,59,89,0,0,0,0,0,0,1,3,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-4,-5,-4,2,4,0,-1,5,8,4,3,-4,-4,0,2,63,69,38,7,0,33,3,0
427,"Marvin","Garcia","",41,"1970-6-9",71389,56,180,177,1,7,2,0,0,0,0,0,0,0,10,8,10,13,3,53,52,35,54,65,48,51,44,0,0,0,0,0,2,0,2,1,0,34,0,0,0,0,-3,3,3,3,3,1,-2,-3,1,-2,-3,-1,-3,-3,-1,-3,0,-1,-1,1,0,3,1,-1,0,0,-4,-4,-3,2,-4,-1,4,1,-1,5,10,4,1,1,-6,-5,-3,65,51,52,11,0,46,2,3
428,"Johnny","Sanchez","",38,"1974-1-20",58483,210,210,199,5,0,5,0,0,0,0,0,0,0,7,10,13,6,3,65,35,34,44,39,74,67,52,0,0,0,0,0,5,2,1,3,0,26,0,0,0,0,2,3,3,3,3,-2,-2,0,3,0,1,0,1,0,1,2,-1,3,2,2,3,3,3,-1,0,0,-5,3,2,1,-5,5,1,0,-1,7,10,2,1,-5,2,-4,-5,51,42,65,8,0,37,1,2
429,"Mike","Kaufman","",43,"1969-2-12",13776,206,205,178,4,6,4,0,0,0,0,0,0,0,2,11,0,7,1,4,61,34,6,13,62,62,70,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-6,3,8,2,0,0,7,6,5,2,-7,7,1,-5,47,62,19,5,0,34,4,0
430,"Dan","Butler","",42,"1969-9-17",60409,206,205,178,1,8,2,0,0,0,0,0,0,0,8,9,9,13,0,43,52,63,62,48,63,52,74,0,0,0,0,0,5,4,2,1,0,57,0,0,0,0,1,2,3,2,2,-2,-2,-2,3,0,1,1,1,1,3,3,-1,3,3,4,3,3,3,1,0,0,-5,-2,2,-2,4,-3,1,-2,0,5,6,6,3,2,-3,-2,-3,82,55,48,10,0,58,3,4
431,"Jerry","Stewart","",39,"1972-8-3",91196,206,205,189,5,7,5,0,0,0,0,0,0,0,8,7,13,9,0,43,28,23,14,26,47,65,83,0,0,0,0,0,1,3,3,0,0,13,0,0,0,0,-1,1,-1,1,-1,-1,1,2,-1,-1,-1,1,-1,1,0,0,1,-1,0,-1,-1,0,-1,-3,0,0,-4,-4,2,1,-6,9,1,0,-1,4,8,5,3,-1,7,0,-7,48,37,49,9,0,28,1,4
432,"Kevin","Frahm","",38,"1973-3-25",1694,206,205,187,4,7,4,0,0,0,0,0,0,0,12,11,13,10,1,31,78,45,39,36,59,58,77,0,0,0,0,0,4,3,3,3,0,67,0,0,0,0,-3,0,1,3,-3,0,-3,3,-3,3,-2,3,-2,3,0,0,2,2,3,1,0,-2,0,1,0,0,0,-3,-4,-5,-2,-2,1,0,0,7,8,4,1,-1,-2,3,1,68,75,39,11,0,47,3,2
433,"Chris","Parker","",40,"1972-1-29",29648,206,225,191,1,3,2,0,0,0,0,0,0,0,4,4,0,1,4,46,47,30,59,44,62,53,35,0,0,0,0,0,4,0,3,1,0,36,0,0,0,0,-1,-3,-3,-3,2,0,-2,0,-3,-3,3,0,3,3,3,3,0,1,3,-3,1,2,-1,0,0,0,-5,-2,-3,1,-1,-7,2,1,0,7,9,3,1,-3,-5,6,0,52,48,47,3,0,42,0,4
434,"Zach","Gruber","",35,"1976-7-25",21950,206,220,188,5,0,5,0,0,0,0,0,0,0,1,4,0,5,3,37,26,35,32,24,51,51,54,0,0,0,0,0,2,3,2,1,0,36,0,0,0,0,-2,3,2,1,3,1,-1,-3,3,-3,-3,-3,-1,-3,-2,-3,1,-1,0,1,-1,3,1,0,0,0,-1,2,1,-2,-5,3,3,1,-1,5,8,5,2,0,-1,9,0,42,33,41,3,0,39,2,4
435,"Rogelio","Ochoa","",39,"1972-7-31",44647,206,195,190,4,2,4,0,0,0,0,0,0,0,11,10,18,11,1,11,71,8,13,17,91,72,73,0,0,0,0,0,0,0,1,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3,0,-9,1,-4,2,-1,0,6,7,5,2,3,0,8,-5,39,73,28,12,0,26,1,2
436,"Justin","Lohman","",39,"1972-4-28",69999,206,200,182,2,8,3,0,0,0,0,0,0,0,11,1,9,0,2,62,41,45,46,59,49,70,49,0,0,0,0,0,1,2,3,3,0,53,0,0,0,0,-1,0,1,0,1,1,0,3,-1,1,1,-1,-1,-1,1,1,1,-1,0,-1,-1,0,-1,-3,0,0,-4,-1,-1,2,-1,2,4,1,0,6,7,4,3,-3,-4,-1,-1,78,45,61,5,0,50,2,3
437,"Kyle","Cruz","",43,"1968-5-20",63168,206,205,188,10,10,14,0,0,0,0,0,0,0,10,18,5,16,1,46,40,55,47,45,32,43,45,0,0,0,0,0,0,2,3,2,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,-1,-2,2,0,1,1,0,6,7,5,2,5,3,-4,-2,75,40,45,13,0,49,0,3
438,"Eric","Keller","",39,"1972-8-21",52205,206,200,191,10,1,14,0,0,0,0,0,0,0,14,20,21,14,1,27,39,76,80,62,52,53,37,0,0,0,0,0,1,2,3,3,0,57,0,0,0,0,1,0,1,-1,-1,1,1,4,1,1,0,-1,1,0,-1,0,-1,0,-1,0,0,-1,-1,-3,0,0,-1,-7,-7,-1,-3,0,3,0,-1,5,8,5,2,-8,1,2,3,62,41,32,16,0,60,2,3
439,"Walt","Spring","",42,"1969-7-29",1535,206,180,184,1,5,2,0,0,0,0,0,0,0,1,3,0,0,1,41,36,53,55,58,62,48,54,0,0,0,0,0,1,4,3,1,0,53,0,0,0,0,-1,-1,1,0,-1,0,1,3,1,-1,1,1,-1,-1,1,0,0,0,-1,0,-1,-1,-1,-3,0,0,5,-3,4,-3,0,-3,1,0,0,6,7,5,2,-2,-7,2,-5,67,41,44,1,0,51,4,2
440,"Nick","Spoonemore","",42,"1969-7-13",93169,206,220,186,5,9,5,0,0,0,0,0,0,0,11,11,11,11,1,75,6,17,6,18,68,98,57,0,0,0,0,0,0,2,2,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-6,8,3,0,5,3,2,0,6,8,4,2,2,-5,2,-5,58,23,75,11,0,26,2,4
441,"Walt","Murphy","",36,"1976-1-3",69099,206,195,183,4,3,4,0,0,0,0,0,0,0,5,12,1,14,2,19,96,45,42,13,82,67,41,0,0,0,0,0,1,4,3,3,0,56,0,0,0,0,-1,1,1,0,0,0,1,2,1,-1,0,1,0,1,-1,-1,0,-1,0,-1,0,0,-1,-5,0,0,2,-1,-5,-3,-4,-4,0,0,-1,4,7,7,2,4,-6,-5,2,55,88,30,9,0,41,3,0
442,"Pat","Galus","",42,"1969-11-29",32354,206,195,188,2,9,3,0,0,0,0,0,0,0,9,4,14,9,0,26,31,59,77,54,45,59,48,0,0,0,0,0,1,2,3,3,0,40,0,0,0,0,1,0,0,1,1,0,1,2,0,1,0,0,1,1,1,1,0,1,1,1,-1,0,-1,-3,0,0,2,2,-3,0,2,-3,3,1,0,5,10,4,1,0,-9,1,1,75,36,32,8,0,55,4,3
443,"Larry","Weimer","",38,"1973-11-23",15987,206,185,187,10,3,14,0,0,0,0,0,0,0,10,1,4,1,3,44,23,61,52,63,73,40,46,0,0,0,0,0,1,2,3,3,0,59,0,0,0,0,1,-1,1,0,0,1,-1,3,0,-1,-1,1,1,0,0,-1,0,1,-1,-1,1,-1,-1,-3,0,0,1,5,5,0,-2,3,1,0,0,7,7,3,3,2,7,-3,3,57,31,46,4,0,60,0,4
444,"Josh","Coyner","",36,"1975-8-24",21777,206,220,187,10,5,14,0,0,0,0,0,0,0,15,9,18,11,1,48,32,44,62,71,43,43,54,0,0,0,0,0,0,2,3,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3,-2,1,-3,-5,3,-2,-1,6,7,4,3,-6,-5,-1,-4,70,36,48,13,0,56,0,4
445,"Dave","Brown","",44,"1967-7-23",57680,206,190,189,1,6,2,0,0,0,0,0,0,0,2,4,0,8,2,43,49,83,54,67,56,57,58,0,0,0,0,0,3,2,3,0,0,45,0,0,0,0,3,1,3,2,1,1,1,2,1,3,3,3,3,3,0,2,1,-1,1,1,2,0,-1,-3,0,0,2,0,-6,-1,0,2,1,0,0,4,10,3,3,1,5,0,0,73,51,47,4,0,61,0,3
446,"Steve","Wallace","",37,"1974-4-20",85982,206,200,192,5,2,5,0,0,0,0,0,0,0,7,2,5,6,1,44,1,4,11,5,70,45,45,0,0,0,0,0,0,2,3,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,-1,-3,-8,4,2,-1,6,8,4,2,1,-6,-4,0,31,14,46,5,0,24,0,4
447,"Geoff","Lowe","",39,"1972-5-1",31718,206,200,185,4,0,4,0,0,0,0,0,0,0,1,6,0,10,3,37,57,6,15,22,61,57,56,0,0,0,0,0,0,2,3,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-7,4,4,-3,-2,1,-1,-1,6,11,2,1,-5,1,-2,-4,40,57,42,5,0,24,4,0
448,"John","Ellifritt","",44,"1967-3-23",24787,206,225,192,2,12,3,0,0,0,0,0,0,0,2,2,4,5,3,47,31,52,52,67,50,47,44,0,0,0,0,0,1,2,0,1,0,34,0,0,0,0,1,-1,0,0,-1,0,1,3,1,0,-1,-1,1,0,1,1,-1,0,-1,0,1,-1,0,-3,0,0,-1,2,-5,-4,3,-2,4,1,0,7,8,4,1,-4,0,-8,-5,84,35,47,3,0,50,0,2
449,"Josh","Smithson","",40,"1971-5-3",24848,206,215,191,10,0,14,0,0,0,0,0,0,0,10,2,12,6,2,35,33,56,59,58,42,57,43,0,0,0,0,0,0,2,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,-6,-1,1,3,1,2,0,8,7,3,2,-2,3,0,1,55,37,38,7,0,52,3,1
450,"Jonathan","Jones","",42,"1969-9-23",69137,206,220,184,10,2,14,0,0,0,0,0,0,0,9,11,12,14,3,31,26,59,47,54,28,41,53,0,0,0,0,0,1,2,3,1,0,43,0,0,0,0,0,1,1,1,-1,1,0,3,0,0,1,-1,-1,-1,-1,0,0,0,1,-1,-1,0,1,-3,0,0,6,-2,4,2,2,1,3,-1,0,6,7,5,2,-7,-6,1,1,50,30,33,11,0,47,1,0
451,"Steve","Baker","",39,"1972-2-28",92940,206,205,184,1,5,2,0,0,0,0,0,0,0,8,12,12,16,1,45,51,77,54,60,71,58,56,0,0,0,0,0,1,1,3,2,0,39,0,0,0,0,-1,1,0,1,-1,1,0,3,1,0,1,1,-1,0,0,0,1,0,-1,0,1,0,0,-3,0,0,-1,4,3,5,0,6,4,0,0,7,8,5,0,0,0,9,1,72,54,49,12,0,56,0,4
452,"Jamar","Wells","",43,"1968-7-17",52666,206,190,180,5,6,5,0,0,0,0,0,0,0,4,4,0,9,2,80,40,58,35,44,70,55,73,0,0,0,0,0,3,1,1,0,0,54,0,0,0,0,3,-1,1,3,1,2,-1,2,0,2,3,3,2,2,0,0,1,-1,2,0,2,-2,1,-3,0,0,3,-9,6,-1,-4,-2,2,0,-1,6,8,5,1,6,-7,-3,-6,70,47,77,5,0,46,3,4
453,"Eric","Clock","",45,"1967-1-18",49123,206,185,182,4,9,4,0,0,0,0,0,0,0,10,11,15,11,2,29,70,20,24,18,76,77,65,0,0,0,0,0,0,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-7,-5,2,4,-4,0,1,0,4,7,5,4,2,1,-1,3,65,71,40,11,0,32,1,3
454,"Jose","Torres","",41,"1970-9-4",10486,206,200,186,2,8,3,0,0,0,0,0,0,0,6,11,5,14,2,40,48,74,65,56,72,41,60,0,0,0,0,0,1,3,2,1,0,39,0,0,0,0,-1,-1,0,-1,1,1,0,3,-1,-1,-1,0,0,-1,1,1,1,0,-1,0,1,-1,-1,-3,0,0,-5,-1,-4,-1,-1,-7,3,1,0,4,9,4,3,0,0,0,0,81,50,44,10,0,55,2,1
455,"Kyle","Behan","",45,"1967-1-31",45184,206,200,175,10,12,14,0,0,0,0,0,0,0,10,17,11,12,0,24,39,38,56,48,53,36,53,0,0,0,0,0,0,4,2,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,3,-1,-1,1,3,-2,0,6,10,3,1,5,4,-7,0,83,41,30,12,0,54,3,2
456,"Johnny","Figueroa","",40,"1971-4-24",56726,206,190,185,10,1,14,0,0,0,0,0,0,0,16,21,21,18,1,30,35,46,87,56,60,26,54,0,0,0,0,0,0,1,3,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,3,-5,1,-7,1,0,0,6,10,4,0,1,-1,6,-8,57,38,34,18,0,55,1,2
457,"Malachi","Savage","",37,"1974-8-8",13181,206,185,186,1,2,2,61,0,0,65000,2,0,0,4,5,1,5,1,34,35,51,43,45,37,53,39,0,0,0,0,0,4,2,1,0,0,54,0,0,0,0,3,-2,2,3,-3,0,-2,3,2,-2,-2,-3,-1,-3,-2,-2,-3,1,3,-3,-3,4,-1,1,0,0,-1,3,-2,0,3,0,4,-1,0,7,9,3,1,-6,0,1,-4,51,37,36,4,0,47,2,3
458,"Edwin","Hernandez","",42,"1969-6-29",57649,206,220,185,5,7,5,61,0,0,45000,2,0,0,1,5,3,5,2,45,44,27,11,25,52,66,39,0,0,0,0,0,1,2,1,2,0,38,0,0,0,0,-1,1,0,-1,0,-1,-1,4,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,0,0,0,0,-3,0,0,1,3,4,-2,0,7,3,2,0,7,9,4,0,6,5,-4,2,52,46,47,3,0,30,4,1
459,"Jon","Wilch","",42,"1969-3-13",94377,206,215,192,4,11,4,61,0,0,50000,2,0,0,2,10,0,11,2,34,72,12,15,8,71,60,49,0,0,0,0,0,0,1,2,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,5,-4,1,-7,2,-2,0,5,9,4,2,4,0,1,2,60,69,41,7,0,26,4,2
460,"Tyler","Waterman","",40,"1972-2-9",37217,206,190,182,1,1,2,65,0,0,70000,3,0,0,5,1,3,0,1,66,44,54,50,64,61,53,54,0,0,0,0,0,1,4,3,3,0,61,0,0,0,0,0,-1,1,0,-1,0,0,2,-1,-1,0,0,0,-1,-1,0,1,0,-1,0,-1,-1,0,-3,0,0,-4,-3,-4,-4,-1,4,3,-1,0,5,7,5,3,-1,2,3,-3,63,47,64,2,0,57,2,0
461,"Steve","Losoya","",36,"1976-1-29",23631,206,195,184,5,0,5,65,0,0,50000,2,0,0,1,1,3,0,0,43,21,43,13,23,36,51,42,0,0,0,0,0,0,3,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,4,-2,-3,0,-2,0,6,8,4,2,-3,3,1,-9,39,27,43,1,0,29,0,4
462,"Sean","Petty","",42,"1969-8-5",12030,206,205,186,4,5,4,65,0,0,50000,2,0,0,12,9,11,5,2,46,70,20,9,17,56,49,60,0,0,0,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,2,2,2,4,4,1,0,7,7,4,2,8,-1,0,1,51,66,48,9,0,26,4,0
463,"Mark","Townsend","",44,"1967-6-27",61141,206,230,192,1,13,2,67,0,0,75000,3,0,0,4,10,8,6,1,53,45,54,64,49,67,58,40,0,0,0,0,0,3,2,1,3,0,47,0,0,0,0,3,0,3,3,1,2,1,0,0,1,3,3,2,2,1,1,-1,0,0,2,1,0,1,-3,0,0,0,2,-4,-5,0,-2,0,1,0,7,7,4,2,3,-6,4,6,89,48,54,6,0,55,2,3
464,"Ben","Ecker","",41,"1970-11-16",65670,206,230,193,5,7,5,67,0,0,55000,2,0,0,4,8,6,3,3,65,18,15,33,16,53,72,40,0,0,0,0,0,0,2,1,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,4,-1,-5,6,1,0,-1,6,9,3,2,5,6,-3,-7,50,27,63,5,0,29,0,3
465,"Sean","Thomas","",44,"1967-10-13",22880,206,215,186,4,10,4,67,0,0,65000,2,0,0,6,13,4,8,1,16,51,40,37,38,55,77,53,0,0,0,0,0,0,3,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,-2,-1,1,0,0,7,8,3,2,0,0,-3,-1,67,54,27,8,0,42,2,3
466,"Jose","Maldonado","",35,"1976-5-22",55211,206,200,179,1,0,2,68,0,0,75000,3,0,0,10,4,15,10,2,45,45,53,69,79,38,55,64,0,0,0,0,0,1,2,1,1,0,39,0,0,0,0,-1,0,1,1,-1,0,0,3,-1,0,0,1,-1,0,0,1,0,0,-1,-1,0,-1,-1,-3,0,0,5,5,-1,3,-2,3,0,-1,0,6,8,5,1,-5,-7,3,0,61,47,47,9,0,56,1,2
467,"Rusty","Farrar","",42,"1970-1-30",25161,206,210,193,5,3,5,68,0,0,50000,2,0,0,2,8,1,7,3,44,21,45,7,22,60,47,47,0,0,0,0,0,0,2,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,0,6,5,4,4,0,0,6,7,5,2,7,-3,-5,-1,38,29,46,5,0,26,2,3
468,"Jaquan","Ward","",36,"1975-4-2",42568,206,200,185,4,0,4,68,0,0,55000,2,0,0,1,10,5,11,2,24,57,33,38,18,63,61,45,0,0,0,0,0,5,4,3,1,0,21,0,0,0,0,3,2,2,3,3,-1,-1,0,4,0,0,0,1,-1,3,3,1,3,3,2,2,3,3,1,0,0,3,1,1,1,-3,-7,4,1,-1,6,9,4,1,-1,-8,3,-8,43,57,32,7,0,33,1,4
469,"Dave","Lopez","",45,"1967-1-7",4176,145,205,189,1,5,2,62,0,0,70000,3,0,0,7,3,12,7,1,48,71,59,50,78,56,54,42,0,0,0,0,0,1,0,1,3,0,41,0,0,0,0,0,0,-1,-1,1,1,-1,3,0,1,1,0,-1,1,1,0,1,1,-1,1,0,0,-1,-3,0,0,4,4,0,-1,2,-1,3,-1,0,5,8,7,0,0,2,-3,-1,73,66,49,7,0,53,1,3
470,"Jeff","Nothnagel","",40,"1971-5-7",78359,206,220,188,5,7,5,62,0,0,45000,2,0,0,6,14,13,15,2,91,22,39,5,10,66,63,60,0,0,0,0,0,0,2,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,0,-9,2,0,0,5,7,4,4,1,7,2,0,53,32,84,12,0,28,0,2
471,"Shane","McConnell","",42,"1969-6-7",29540,206,215,187,4,10,4,62,0,0,55000,2,0,0,2,10,0,12,1,23,54,31,22,44,44,92,47,0,0,0,0,0,1,0,3,2,0,45,0,0,0,0,-1,0,-1,1,-1,-1,0,3,-1,-1,0,0,-1,-1,1,0,-1,0,0,1,0,1,1,-3,0,0,-4,-2,2,-5,-1,-7,3,1,0,8,7,4,1,7,3,0,-1,67,56,33,7,0,39,4,0
472,"Kurt","Greenamyer","",41,"1970-11-28",85916,206,205,187,1,3,2,63,0,0,70000,3,0,0,15,12,20,10,3,43,58,62,48,53,49,65,58,0,0,0,0,0,1,2,2,3,0,50,0,0,0,0,1,-1,-1,1,0,0,-1,2,1,0,0,1,0,-1,1,0,-1,-1,-1,0,1,1,1,-3,0,0,-8,-5,0,3,-6,-7,1,-1,-1,5,9,5,1,-1,4,-5,-4,59,58,47,13,0,51,0,4
473,"Manny","Cabrera","",39,"1972-11-27",29498,206,195,180,5,8,5,63,0,0,50000,2,0,0,5,11,11,13,2,59,12,18,25,12,54,36,58,0,0,0,0,0,0,2,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,5,5,4,4,0,0,5,8,5,2,2,-4,0,4,54,21,57,10,0,24,0,2
474,"Jeff","Hansen","",40,"1972-1-6",49872,206,205,186,4,0,4,63,0,0,50000,2,0,0,1,9,1,12,2,15,48,21,39,36,50,62,60,0,0,0,0,0,2,3,3,3,0,34,0,0,0,0,-3,1,3,3,3,1,-3,-3,3,-3,-3,-2,-2,-3,-2,-2,0,1,1,0,1,3,1,1,0,0,3,-3,2,2,-1,-2,0,-1,0,6,7,4,3,2,-7,0,3,43,50,26,6,0,39,4,2
475,"Chris","Thompson","",43,"1968-11-12",55326,206,235,195,1,6,2,64,0,0,75000,3,0,0,6,8,4,3,4,37,43,61,62,61,55,56,44,0,0,0,0,0,1,1,1,3,0,51,0,0,0,0,0,1,1,-1,-1,0,1,3,0,-1,-1,1,1,0,-1,-1,1,1,1,0,-1,1,-1,-3,0,0,9,-5,0,-2,4,4,5,-2,0,5,7,5,3,-1,3,-4,6,69,45,41,5,0,54,4,1
476,"Nick","Stokes","",41,"1970-8-13",15617,206,195,188,5,9,5,64,0,0,60000,2,0,0,5,1,0,0,4,52,28,47,25,62,68,85,67,0,0,0,0,0,1,1,3,2,0,35,0,0,0,0,-1,1,0,0,0,-1,-1,3,-1,0,1,1,0,1,-1,1,0,0,-1,0,0,1,0,-3,0,0,5,4,3,-2,-3,-1,2,-1,-1,4,8,4,4,7,-3,-8,0,73,39,57,2,0,45,2,3
477,"Tony","Valdez","",36,"1975-3-6",86066,206,220,193,4,4,4,64,0,0,55000,2,0,0,5,2,3,3,2,44,47,16,29,16,52,44,44,0,0,0,0,0,0,3,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-4,3,0,-4,1,2,0,-1,6,8,3,3,-5,-5,7,-1,50,47,45,3,0,26,0,3
478,"Keith","Stallings","",44,"1967-8-28",75712,206,220,189,1,6,2,66,0,0,60000,2,0,0,14,14,7,14,2,53,44,61,66,64,59,82,66,0,0,0,0,0,1,0,0,3,0,36,0,0,0,0,-1,1,-1,1,0,1,0,2,-1,-1,-1,-1,0,-1,1,0,1,-1,1,-1,0,0,1,-3,0,0,0,4,-4,-3,2,-1,5,0,0,5,11,3,1,5,0,-7,0,72,50,57,13,0,55,0,1
479,"Chris","Popke","",38,"1974-2-12",63646,206,200,183,5,1,5,66,0,0,65000,2,0,0,6,1,4,0,0,64,9,34,21,4,58,79,57,0,0,0,0,0,0,2,3,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,-2,4,1,-2,2,1,0,5,7,4,4,-3,4,-2,1,40,23,64,3,0,30,3,4
480,"Manny","Gomez","",41,"1970-6-3",4285,206,200,190,4,5,4,66,0,0,50000,2,0,0,4,13,0,12,2,15,72,13,15,25,66,78,78,0,0,0,0,0,0,2,2,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-1,-4,-1,-4,3,1,0,5,8,5,2,2,-1,1,5,50,73,30,8,0,26,0,1
