player_id,team_id,league_id,position,role,batting_ratings_overall_contact,batting_ratings_overall_gap,batting_ratings_overall_eye,batting_ratings_overall_strikeouts,batting_ratings_overall_hp,batting_ratings_overall_power,batting_ratings_overall_babip,batting_ratings_vsr_contact,batting_ratings_vsr_gap,batting_ratings_vsr_eye,batting_ratings_vsr_strikeouts,batting_ratings_vsr_hp,batting_ratings_vsr_power,batting_ratings_vsr_babip,batting_ratings_vsl_contact,batting_ratings_vsl_gap,batting_ratings_vsl_eye,batting_ratings_vsl_strikeouts,batting_ratings_vsl_hp,batting_ratings_vsl_power,batting_ratings_vsl_babip,batting_ratings_talent_contact,batting_ratings_talent_gap,batting_ratings_talent_eye,batting_ratings_talent_strikeouts,batting_ratings_talent_hp,batting_ratings_talent_power,batting_ratings_talent_babip,batting_ratings_misc_bunt,batting_ratings_misc_bunt_for_hit,batting_ratings_misc_gb_hitter_type,batting_ratings_misc_fb_hitter_type
5220,0,0,4,0,19,36,53,37,4,31,39,19,36,49,36,4,32,39,20,36,66,41,4,27,40,19,36,53,37,4,31,97,7,68,1,0
5221,0,0,7,0,19,35,53,37,4,31,38,19,36,54,36,4,31,38,19,32,47,39,4,31,39,19,35,53,37,3,31,88,32,12,0,0
5222,0,0,8,0,19,38,53,37,4,31,39,19,42,56,38,4,32,39,18,27,42,33,4,27,37,19,38,53,37,8,31,129,6,50,1,0
5223,0,0,2,0,19,36,53,37,4,31,39,19,31,49,37,4,30,39,20,52,66,37,4,35,40,19,36,53,37,8,31,69,9,79,0,0
5224,0,0,3,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,61,7,85,2,2
5225,0,0,2,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,3,31,110,7,56,1,2
5226,0,0,6,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,66,9,26,2,0
5227,0,0,7,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,7,31,42,10,3,2,2
5228,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,20,55,29,0,1
5229,0,0,9,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,8,31,111,10,75,0,2
5230,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,11,31,125,46,52,2,2
5231,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,31,55,98,2,1
5232,0,0,1,12,6,20,27,22,4,31,31,6,19,29,22,4,32,31,5,21,21,21,4,27,33,6,20,27,22,2,31,59,47,50,0,1
5233,0,0,9,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,15,31,36,9,96,0,0
5234,0,0,7,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,6,31,68,10,74,0,0
5235,0,0,4,0,19,38,54,37,4,31,40,20,42,54,38,4,32,40,18,27,56,33,4,27,38,19,38,54,37,3,31,122,9,91,0,2
5236,0,0,9,0,19,38,53,37,4,31,40,19,42,53,38,4,30,40,19,27,53,33,4,35,38,19,38,53,37,7,31,106,6,41,0,2
5237,0,0,3,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,6,31,91,6,39,0,1
5238,0,0,3,0,19,38,54,37,4,31,40,20,41,58,38,4,32,40,18,29,42,33,4,27,38,19,38,54,37,3,31,89,9,22,0,1
5239,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,31,55,64,1,0
5240,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,27,49,115,1,2
5241,0,0,8,0,19,38,54,37,4,31,39,19,42,58,38,4,30,39,19,27,42,33,4,35,38,19,38,54,37,2,31,95,7,18,2,1
5242,0,0,3,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,2,31,111,6,92,1,2
5243,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,17,22,22,4,28,29,6,20,28,22,4,31,29,49,98,0,0
5244,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,35,41,98,0,0
5245,0,0,8,0,19,36,53,38,4,31,39,19,32,56,39,4,31,39,19,49,42,34,4,30,39,19,36,53,38,2,31,111,10,63,0,0
5246,0,0,7,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,31,6,93,0,2
5247,0,0,3,0,19,36,53,37,4,32,39,19,32,49,36,4,33,39,20,52,65,40,4,28,41,19,36,53,37,11,32,103,7,109,0,0
5248,0,0,9,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,0,31,62,6,117,0,2
5249,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,29,41,97,0,1
5250,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,54,14,1,0
5251,0,0,4,0,19,36,53,37,4,31,39,19,35,49,36,4,30,39,20,41,66,40,4,33,39,19,36,53,37,3,31,87,8,31,1,0
5252,0,0,7,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,85,6,120,1,2
5253,0,0,2,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,7,31,25,9,25,1,0
5254,0,0,7,0,19,36,53,37,4,31,38,19,36,52,36,4,31,38,20,36,56,40,4,32,39,19,36,53,37,2,31,91,8,113,1,1
5255,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,18,59,96,0,1
5256,0,0,8,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,7,31,122,9,69,1,0
5257,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,59,51,70,0,2
5258,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,16,53,62,0,0
5259,0,0,9,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,51,9,58,0,0
5260,0,0,9,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,4,31,37,6,78,1,0
5261,0,0,4,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,4,31,37,9,62,0,0
5262,0,0,1,12,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,32,9,82,2,0
5263,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,29,47,21,0,2
5264,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,2,31,28,41,99,1,2
5265,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,17,22,22,4,28,29,6,20,28,22,4,31,52,42,60,1,0
5266,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,17,22,22,4,28,29,6,20,28,22,4,31,22,48,5,0,2
5267,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,29,59,88,2,0
5268,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,2,31,61,50,42,0,1
5269,0,0,4,0,19,38,54,37,4,31,39,20,42,54,38,4,32,40,18,27,56,34,4,27,37,19,38,54,37,5,31,73,7,76,0,1
5270,0,0,8,0,19,36,54,37,4,31,39,19,35,58,38,4,32,39,18,41,42,33,4,27,39,19,36,54,37,2,31,80,7,70,0,1
5271,0,0,7,0,19,36,54,37,4,31,39,19,41,58,38,4,32,39,18,28,42,33,4,27,38,19,36,54,37,3,31,128,7,111,0,2
5272,0,0,7,0,19,36,54,38,4,31,39,19,31,58,38,4,32,39,19,52,42,40,4,27,40,19,36,54,38,1,31,102,9,75,0,0
5273,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,24,41,14,1,1
5274,0,0,2,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,11,31,43,8,7,0,0
5275,0,0,6,0,19,36,53,37,4,31,39,19,34,49,38,4,30,39,19,44,65,34,4,35,40,19,36,53,37,5,31,106,7,89,0,1
5276,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,6,31,39,53,115,2,1
5277,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,31,50,40,0,2
5278,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,29,41,82,2,0
5279,0,0,3,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,5,31,83,9,20,1,0
5280,0,0,7,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,4,31,44,8,85,0,0
5281,0,0,3,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,39,7,42,1,0
5282,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,6,31,104,9,51,0,2
5283,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,40,57,60,0,1
5284,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,73,54,8,1,0
5285,0,0,5,0,19,38,53,38,4,31,39,19,42,49,38,4,30,39,19,27,66,36,4,33,38,19,38,53,38,5,31,112,10,102,0,1
5286,0,0,5,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,4,31,37,8,23,1,1
5287,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,94,41,11,0,2
5288,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,1,31,94,10,111,0,1
5289,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,1,56,67,2,2
5290,0,0,2,0,19,38,52,37,4,31,40,19,42,54,37,4,31,40,19,27,46,35,4,32,39,19,38,52,37,2,31,88,8,57,0,0
5291,0,0,9,0,19,36,53,37,4,31,39,19,35,49,38,4,31,39,19,41,66,33,4,30,40,19,36,53,37,5,31,114,7,119,0,0
5292,0,0,3,0,19,36,54,37,4,32,39,19,38,58,38,4,33,39,18,31,42,33,4,28,38,19,36,54,37,2,32,122,6,3,0,2
5293,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,3,31,75,6,1,0,0
5294,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,47,58,88,0,0
5295,0,0,3,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,60,10,27,0,2
5296,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,13,31,127,9,109,2,0
5297,0,0,8,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,47,6,108,1,0
5298,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,27,60,9,0,0
5299,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,43,9,18,0,0
5300,0,0,4,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,6,31,37,8,114,1,0
5301,0,0,4,0,19,36,53,37,4,31,39,19,32,49,36,4,30,39,20,49,66,41,4,35,39,19,36,53,37,5,31,96,9,17,2,2
5302,0,0,5,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,32,10,63,0,0
5303,0,0,8,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,6,31,74,10,70,0,2
5304,0,0,3,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,24,9,79,0,2
5305,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,25,51,15,2,2
5306,0,0,9,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,9,31,55,7,111,2,1
5307,0,0,2,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,0,31,89,6,27,0,0
5308,0,0,9,0,19,36,53,37,4,31,39,19,31,50,38,4,32,39,19,52,62,33,4,27,40,19,36,53,37,4,31,54,8,16,0,1
5309,0,0,9,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,1,31,74,6,58,0,0
5310,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,17,22,22,4,28,29,6,20,28,22,7,31,52,57,69,2,2
5311,0,0,2,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,6,31,98,9,83,0,2
5312,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,11,31,43,9,70,1,0
5313,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,24,55,111,0,0
5314,0,0,9,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,4,31,61,6,62,0,2
5315,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,56,8,65,0,2
5316,0,0,7,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,37,9,50,2,1
5317,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,48,45,99,0,0
5318,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,149,57,56,0,2
5319,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,31,58,120,0,0
5320,0,0,6,0,19,36,54,37,4,31,39,19,34,54,36,4,30,39,20,44,52,41,4,35,40,19,36,54,37,4,31,86,7,81,0,0
5321,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,31,41,62,0,1
5322,0,0,7,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,5,31,93,9,97,1,0
5323,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,193,57,40,0,0
5324,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,22,43,4,1,1
5325,0,0,5,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,2,31,94,6,55,2,2
5326,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,30,60,61,2,1
5327,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,29,60,106,2,0
5328,0,0,5,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,3,31,102,10,8,1,0
5329,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,6,31,34,50,38,1,2
5330,0,0,1,12,6,20,28,22,4,31,31,6,19,28,22,4,30,31,6,22,27,22,4,35,32,6,20,28,22,1,31,64,58,120,1,2
5331,0,0,7,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,4,31,96,9,64,0,1
5332,0,0,4,0,19,38,54,37,4,31,39,19,42,58,38,4,30,40,18,27,42,33,4,35,36,19,38,54,37,3,31,134,6,118,1,0
5333,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,6,31,133,49,39,1,0
5334,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,40,60,33,0,0
5335,0,0,2,0,19,38,53,37,4,31,39,19,42,52,38,4,30,39,19,27,55,33,4,35,39,19,38,53,37,4,31,74,6,70,0,2
5336,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,18,59,39,0,2
5337,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,0,31,133,45,24,0,0
5338,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,31,44,110,1,0
5339,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,55,7,42,2,2
5340,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,23,56,70,2,1
5341,0,0,2,0,19,36,53,37,4,31,39,19,36,53,37,4,31,39,19,38,54,37,4,31,39,19,36,53,37,4,31,52,6,45,0,1
5342,0,0,6,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,31,8,106,1,0
5343,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,44,8,89,1,2
5344,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,33,44,38,2,2
5345,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,1,55,4,0,0
5346,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,40,57,31,0,0
5347,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,7,31,76,9,54,1,0
5348,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,2,31,74,47,118,2,0
5349,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,1,31,68,46,48,0,0
5350,0,0,3,0,19,36,53,37,4,31,39,19,35,49,37,4,30,39,20,44,66,39,4,35,39,19,36,53,37,3,31,92,8,48,2,2
5351,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,68,58,98,0,0
5352,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,4,31,55,6,67,1,0
5353,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,4,31,1,48,86,0,2
5354,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,5,31,93,7,8,0,0
5355,0,0,4,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,31,7,47,0,2
5356,0,0,7,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,2,31,53,10,92,1,2
5357,0,0,7,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,47,9,41,1,0
5358,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,1,31,63,55,106,0,1
5359,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,57,58,69,0,1
5360,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,29,56,27,1,0
5361,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,14,51,44,0,0
5362,0,0,4,0,19,36,53,37,4,31,40,19,36,56,37,4,30,40,19,34,42,37,4,35,39,19,36,53,37,4,31,91,9,74,0,0
5363,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,112,50,7,0,2
5364,0,0,1,12,6,20,27,22,4,31,32,6,21,28,22,4,32,32,6,18,23,22,4,29,30,6,20,27,22,4,31,32,45,6,0,0
5365,0,0,9,0,19,38,54,38,4,31,39,20,41,56,38,4,32,40,18,29,46,36,4,29,37,19,38,54,38,7,31,134,9,60,0,0
5366,0,0,3,0,19,36,53,37,4,31,40,19,39,53,37,4,30,40,19,29,53,35,4,35,39,19,36,53,37,2,31,109,7,55,0,1
5367,0,0,4,0,19,36,53,37,4,31,39,19,38,49,38,4,31,39,19,32,66,35,4,32,39,19,36,53,37,4,31,94,10,87,1,2
5368,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,9,31,7,60,103,0,2
5369,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,45,23,0,1
5370,0,0,6,0,19,38,53,38,4,31,38,19,38,52,38,4,31,38,19,41,59,40,4,31,39,19,38,53,38,2,31,65,10,58,1,0
5371,0,0,2,0,19,36,53,37,4,31,39,19,36,49,36,4,30,39,20,35,66,41,4,35,40,19,36,53,37,2,31,97,9,87,0,1
5372,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,31,51,78,0,0
5373,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,160,60,101,0,0
5374,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,23,9,6,2,1
5375,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,4,31,37,9,115,1,0
5376,0,0,8,0,19,36,53,37,4,31,39,19,34,49,38,4,32,39,18,45,65,33,4,27,39,19,36,53,37,5,31,95,8,55,2,0
5377,0,0,4,0,19,36,54,37,4,31,39,19,31,54,36,4,32,39,20,52,56,40,4,29,41,19,36,54,37,2,31,95,6,91,0,2
5378,0,0,8,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,3,31,90,10,12,1,0
5379,0,0,9,0,19,36,53,37,4,31,40,20,39,55,38,4,32,40,18,29,45,33,4,27,38,19,36,53,37,6,31,120,6,33,1,0
5380,0,0,8,0,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,32,31,6,20,27,22,10,31,94,48,96,2,2
5381,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,2,31,84,58,75,0,2
5382,0,0,3,0,19,36,52,37,4,31,38,19,31,52,37,4,30,38,19,52,53,37,4,33,39,19,36,52,37,2,31,137,6,2,1,2
5383,0,0,5,0,19,38,53,38,4,31,39,20,41,55,38,4,32,40,18,30,47,36,4,29,37,19,38,53,38,4,31,35,9,35,1,2
5384,0,0,2,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,5,31,51,9,52,0,1
5385,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,50,41,27,0,2
5386,0,0,1,12,6,20,28,22,4,31,31,6,21,29,22,4,32,32,5,18,22,22,4,29,29,6,20,28,22,4,31,38,58,108,0,0
5387,0,0,5,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,6,31,50,10,47,0,2
5388,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,157,46,53,2,0
5389,0,0,2,0,19,36,53,37,4,31,39,19,34,49,36,4,31,39,20,44,66,41,4,32,38,19,36,53,37,5,31,80,9,118,0,1
5390,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,2,31,92,57,46,0,0
5391,0,0,5,0,19,38,53,37,4,31,39,19,42,52,38,4,32,39,18,27,55,34,4,27,38,19,38,53,37,3,31,84,7,96,0,1
5392,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,27,22,2,31,2,53,41,0,1
5393,0,0,7,0,19,36,53,37,4,31,39,19,31,55,36,4,30,39,20,52,45,41,4,35,39,19,36,53,37,1,31,98,8,97,0,1
5394,0,0,1,12,6,20,27,22,4,31,31,6,20,27,22,4,31,31,6,20,28,22,4,31,31,6,20,27,22,4,31,20,55,112,0,0
5395,0,0,7,0,19,38,54,37,4,31,39,19,42,58,37,4,32,39,19,27,42,36,4,27,38,19,38,54,37,5,31,94,9,5,0,0
5396,0,0,4,0,19,38,54,38,4,31,39,20,42,58,38,4,32,40,18,28,45,36,4,28,37,19,38,54,38,5,31,72,7,89,0,0
5397,0,0,1,12,6,20,27,22,4,31,31,6,19,27,22,4,31,31,6,21,28,22,4,32,32,6,20,27,22,4,31,20,51,7,1,1
5398,0,0,8,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,19,39,55,37,4,32,40,19,36,53,37,2,31,37,8,45,1,0
5399,0,0,8,0,19,36,53,37,4,31,39,19,35,52,37,4,31,39,20,41,55,38,4,32,40,19,36,53,37,6,31,65,10,17,0,0
