player_id,team_id,league_id,position,role,pitching_ratings_overall_stuff,pitching_ratings_overall_control,pitching_ratings_overall_movement,pitching_ratings_overall_balk,pitching_ratings_overall_hp,pitching_ratings_overall_wild_pitch,pitching_ratings_vsr_stuff,pitching_ratings_vsr_control,pitching_ratings_vsr_movement,pitching_ratings_vsr_balk,pitching_ratings_vsr_hp,pitching_ratings_vsr_wild_pitch,pitching_ratings_vsl_stuff,pitching_ratings_vsl_control,pitching_ratings_vsl_movement,pitching_ratings_vsl_balk,pitching_ratings_vsl_hp,pitching_ratings_vsl_wild_pitch,pitching_ratings_talent_stuff,pitching_ratings_talent_control,pitching_ratings_talent_movement,pitching_ratings_talent_balk,pitching_ratings_talent_hp,pitching_ratings_talent_wild_pitch,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve,pitching_ratings_pitches_talent_fastball,pitching_ratings_pitches_talent_slider,pitching_ratings_pitches_talent_curveball,pitching_ratings_pitches_talent_screwball,pitching_ratings_pitches_talent_forkball,pitching_ratings_pitches_talent_changeup,pitching_ratings_pitches_talent_sinker,pitching_ratings_pitches_talent_splitter,pitching_ratings_pitches_talent_knuckleball,pitching_ratings_pitches_talent_cutter,pitching_ratings_pitches_talent_circlechange,pitching_ratings_pitches_talent_knucklecurve,pitching_ratings_misc_velocity,pitching_ratings_misc_arm_slot,pitching_ratings_misc_stamina,pitching_ratings_misc_ground_fly,pitching_ratings_misc_hold
1788,0,0,1,12,22,34,79,1,1,1,24,37,84,1,1,1,19,32,73,1,1,1,22,34,79,0,0,0,0,0,32,0,0,0,64,0,0,0,0,0,0,0,32,0,0,0,64,0,0,0,0,0,9,3,43,43,148
1789,0,0,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,97
1790,22,100,1,11,80,165,101,0,3,1,77,158,99,0,3,1,87,185,111,0,3,1,80,165,101,0,0,0,82,0,94,0,0,56,92,0,0,94,0,0,82,0,94,0,0,56,92,0,0,94,0,0,10,3,174,50,141
1791,0,0,4,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,81
1792,0,0,2,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,62
1793,0,0,4,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,89
1794,0,0,1,12,31,32,76,0,1,1,33,33,78,0,1,1,28,30,72,0,1,1,31,32,76,0,0,0,64,0,36,0,0,17,0,0,0,0,0,0,64,0,36,0,0,17,0,0,0,0,0,0,9,1,220,53,16
1795,0,0,8,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,118
1796,0,0,7,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,6
1797,0,0,1,12,27,32,75,1,1,1,29,34,78,1,1,1,26,28,70,1,1,1,27,32,75,0,0,0,57,33,23,0,0,3,0,0,0,0,0,20,57,33,23,0,0,3,0,0,0,0,0,20,9,4,170,51,133
1798,0,0,9,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,37
1799,0,0,1,12,33,34,79,0,1,1,35,37,83,0,1,1,31,32,75,0,1,1,33,34,79,0,0,0,78,0,27,0,0,0,0,0,0,0,0,0,78,0,27,0,0,0,0,0,0,0,0,0,13,3,40,50,36
1800,0,0,1,12,22,34,79,0,1,1,23,35,82,0,1,1,20,32,76,0,1,1,22,34,79,0,0,0,54,0,30,0,0,0,0,0,0,0,0,0,54,0,30,0,0,0,0,0,0,0,0,0,8,3,43,46,187
1801,0,0,6,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,178
1802,0,0,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,26
1803,0,0,2,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,21
1804,0,0,7,0,2,1,57,10,15,30,2,1,55,10,15,30,2,1,60,10,15,30,2,1,57,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,185
1805,0,0,2,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,23
1806,0,0,1,12,37,32,76,0,1,1,39,34,81,0,1,1,34,28,71,0,1,1,37,32,76,0,0,0,60,0,21,0,0,1,0,0,0,52,0,0,60,0,21,0,0,1,0,0,0,52,0,0,10,3,112,56,116
1807,0,0,1,12,22,34,79,1,1,1,22,37,82,1,1,1,21,32,77,1,1,1,22,34,79,0,0,0,0,39,0,0,0,0,0,52,0,0,0,0,0,39,0,0,0,0,0,52,0,0,0,0,10,3,28,65,43
1808,0,0,9,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,60,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,200
1809,0,0,1,12,22,33,76,1,1,1,20,32,72,1,1,1,27,39,88,1,1,1,22,33,76,0,0,0,0,0,30,0,0,0,65,0,0,0,0,0,0,0,30,0,0,0,65,0,0,0,0,0,10,3,16,41,175
1810,0,0,8,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,28
1811,0,0,9,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,41
1812,0,0,1,12,37,32,75,0,1,1,41,35,81,0,1,1,33,30,69,0,1,1,37,32,75,0,0,0,60,0,21,0,0,1,65,0,0,0,0,0,60,0,21,0,0,1,65,0,0,0,0,0,10,4,141,35,98
1813,0,0,1,12,32,32,75,0,1,1,35,35,79,0,1,1,27,30,69,0,1,1,32,32,75,0,0,0,54,0,19,0,0,1,56,0,0,0,0,0,54,0,19,0,0,1,56,0,0,0,0,0,9,2,164,47,75
1814,0,0,1,12,28,32,75,0,1,1,31,34,78,0,1,1,27,28,70,0,1,1,28,32,75,0,0,0,62,34,22,0,0,2,0,0,0,0,0,0,62,34,22,0,0,2,0,0,0,0,0,0,10,3,184,41,66
1815,0,0,1,12,34,32,75,1,1,1,36,34,79,1,1,1,32,30,70,1,1,1,34,32,75,0,0,0,60,31,21,0,0,1,0,55,0,0,0,0,60,31,21,0,0,1,0,55,0,0,0,0,10,3,119,47,56
1816,0,0,1,12,36,34,79,1,1,1,38,37,86,1,1,1,32,31,72,1,1,1,36,34,79,0,0,0,60,0,0,0,0,1,61,0,0,0,0,0,60,0,0,0,0,1,61,0,0,0,0,0,10,3,49,46,112
1817,0,0,6,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,175
1818,0,0,8,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,32
1819,0,0,7,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,74
1820,0,0,1,12,22,34,78,1,1,1,23,37,82,1,1,1,21,32,75,1,1,1,22,34,78,0,0,0,0,0,30,0,0,0,0,0,0,56,0,0,0,0,30,0,0,0,0,0,0,56,0,0,10,4,35,55,130
1821,0,0,1,12,26,33,78,1,1,1,25,31,75,1,1,1,31,39,88,1,1,1,26,33,78,0,0,0,60,31,0,0,0,1,0,0,0,0,0,0,60,31,0,0,0,1,0,0,0,0,0,0,10,3,48,57,149
1822,0,0,3,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,60,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,171
1823,0,0,1,12,22,34,78,1,1,1,24,38,86,1,1,1,19,31,71,1,1,1,22,34,78,0,0,0,0,0,30,0,0,0,53,0,0,0,0,0,0,0,30,0,0,0,53,0,0,0,0,0,10,2,27,60,97
1824,0,0,1,12,25,32,76,0,1,1,27,35,82,0,1,1,22,28,69,0,1,1,25,32,76,0,0,0,0,33,21,24,0,2,56,0,0,0,0,21,0,33,21,24,0,2,56,0,0,0,0,21,10,3,167,54,107
1825,0,0,1,12,22,34,79,0,1,1,23,37,83,0,1,1,20,32,76,0,1,1,22,34,79,0,0,0,58,0,24,0,0,6,0,0,0,0,0,0,58,0,24,0,0,6,0,0,0,0,0,0,9,1,49,52,34
1826,0,0,4,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,105
1827,0,0,5,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,51
1828,0,0,2,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,126
1829,0,0,3,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,61,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,175
1830,0,0,1,12,38,33,78,1,1,1,36,31,76,1,1,1,45,38,87,1,1,1,38,33,78,0,0,0,60,31,0,21,0,0,56,0,0,0,0,0,60,31,0,21,0,0,56,0,0,0,0,0,10,3,40,53,150
1831,0,0,7,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,105
1832,0,0,1,12,25,33,76,0,1,1,23,31,73,0,1,1,28,38,84,0,1,1,25,33,76,0,0,0,66,0,23,0,0,0,0,0,0,0,0,0,66,0,23,0,0,0,0,0,0,0,0,0,11,3,33,45,141
1833,0,0,6,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,14
1834,0,0,5,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,109
1835,0,0,1,12,32,34,79,0,1,1,35,37,83,0,1,1,29,32,75,0,1,1,32,34,79,0,0,0,54,28,0,0,0,1,53,0,0,0,0,0,54,28,0,0,0,1,53,0,0,0,0,0,9,3,45,54,46
1836,0,0,9,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,176
1837,0,0,1,12,22,34,79,1,1,1,25,38,87,1,1,1,19,31,72,1,1,1,22,34,79,0,0,0,0,0,32,0,0,0,61,0,0,0,0,0,0,0,32,0,0,0,61,0,0,0,0,0,9,3,49,48,132
1838,0,0,1,12,37,34,79,1,1,1,38,37,84,1,1,1,35,31,73,1,1,1,37,34,79,0,0,0,60,0,21,0,0,0,0,0,0,54,0,0,60,0,21,0,0,0,0,0,0,54,0,0,10,1,2,50,77
1839,0,0,1,12,22,33,78,0,1,1,20,32,75,0,1,1,27,39,90,0,1,1,22,33,78,0,0,0,0,0,30,0,0,0,54,0,0,0,0,0,0,0,30,0,0,0,54,0,0,0,0,0,10,4,46,59,187
1840,0,0,1,12,31,31,71,1,1,1,29,28,67,1,1,1,34,37,79,1,1,1,31,31,71,0,0,0,64,0,36,0,0,17,0,0,0,0,0,0,64,0,36,0,0,17,0,0,0,0,0,0,9,3,69,47,159
1841,0,0,8,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,48
1842,0,0,7,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,44
1843,0,0,7,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,121
1844,0,0,8,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,73
1845,0,0,1,12,37,34,79,0,1,1,38,35,82,0,1,1,36,32,77,0,1,1,37,34,79,0,0,0,66,34,0,0,0,0,0,55,0,0,0,0,66,34,0,0,0,0,0,55,0,0,0,0,11,1,49,58,25
1846,0,0,2,0,16,1,60,10,15,30,17,1,64,10,15,30,15,1,57,10,15,30,16,1,60,0,15,0,66,0,23,0,0,0,0,0,0,0,0,0,66,0,23,0,0,0,0,0,0,0,0,0,11,3,1,33,127
1847,0,0,5,0,3,1,58,10,15,30,3,1,60,10,15,30,3,1,55,10,15,30,3,1,58,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,4,1,35,88
1848,0,0,5,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,137
1849,0,0,1,12,6,1,60,10,15,30,6,1,63,10,15,30,6,1,58,10,15,30,6,1,60,0,14,0,18,0,7,0,0,0,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,0,0,3,4,1,54,26
1850,0,0,1,12,37,32,75,1,1,1,41,34,81,1,1,1,33,28,67,1,1,1,37,32,75,0,0,0,60,0,21,0,0,1,62,0,0,0,0,0,60,0,21,0,0,1,62,0,0,0,0,0,10,4,113,40,76
1851,0,0,9,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,29
1852,0,0,4,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,74
1853,0,0,6,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,46
1854,0,0,7,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,45
1855,0,0,1,12,22,34,79,0,1,1,25,37,84,0,1,1,19,32,75,0,1,1,22,34,79,0,0,0,0,0,30,0,0,0,46,0,0,0,0,0,0,0,30,0,0,0,46,0,0,0,0,0,10,3,48,66,121
1856,0,0,1,12,37,34,79,0,1,1,39,38,86,0,1,1,34,31,72,0,1,1,37,34,79,0,0,0,60,0,21,0,0,0,54,0,0,0,0,0,60,0,21,0,0,0,54,0,0,0,0,0,10,4,38,57,74
1857,0,0,7,0,12,1,58,10,15,30,12,1,55,10,15,30,13,1,63,10,15,30,12,1,58,0,0,0,48,0,17,0,0,0,0,0,0,0,0,0,48,0,17,0,0,0,0,0,0,0,0,0,8,3,1,55,170
1858,0,0,1,12,29,32,75,1,1,1,31,33,76,1,1,1,28,30,72,1,1,1,29,32,75,0,0,0,63,34,23,0,0,0,0,0,0,0,0,0,63,34,23,0,0,0,0,0,0,0,0,0,10,4,163,52,9
1859,0,0,1,12,22,34,78,0,1,1,24,38,83,0,1,1,20,31,72,0,1,1,22,34,78,0,0,0,66,0,0,0,0,11,0,0,17,0,0,0,66,0,0,0,0,11,0,0,17,0,0,0,10,3,45,39,113
1860,0,0,3,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,61,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,184
1861,0,0,8,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,110
1862,0,0,6,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,88
1863,26,100,1,11,125,86,79,0,7,6,130,92,83,0,7,6,120,80,75,0,7,6,125,86,79,0,0,0,138,0,0,0,0,104,97,0,0,115,0,57,138,0,0,0,0,104,97,0,0,115,0,57,16,3,166,62,26
1864,0,0,9,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,162
1865,0,0,4,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,98
1866,0,0,6,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,29
1867,0,0,1,12,22,34,78,0,1,1,25,37,83,0,1,1,19,31,71,0,1,1,22,34,78,0,0,0,43,0,16,0,0,2,53,0,0,0,0,0,43,0,16,0,0,2,53,0,0,0,0,0,7,3,48,45,116
1868,0,0,9,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,84
1869,0,0,1,12,33,31,72,0,1,1,32,28,70,0,1,1,35,37,78,0,1,1,33,31,72,0,0,0,60,31,0,0,0,0,0,51,0,0,0,0,60,31,0,0,0,0,0,51,0,0,0,0,10,3,198,57,175
1870,0,0,1,12,28,31,71,1,1,1,27,30,67,1,1,1,34,38,79,1,1,1,28,31,71,0,0,0,62,33,22,0,0,2,0,0,0,0,0,0,62,33,22,0,0,2,0,0,0,0,0,0,10,3,165,44,139
1871,0,0,7,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,85
1872,0,0,1,12,37,34,79,0,1,1,41,38,87,0,1,1,32,31,72,0,1,1,37,34,79,0,0,0,60,0,21,0,0,1,57,0,0,0,0,0,60,0,21,0,0,1,57,0,0,0,0,0,10,3,49,52,33
1873,0,0,9,0,22,31,72,1,1,1,21,28,71,1,1,1,24,37,78,1,1,1,22,31,72,0,0,0,60,31,0,0,0,0,0,53,0,0,0,0,60,31,0,0,0,0,0,53,0,0,0,0,10,1,220,52,115
1874,0,0,2,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,10
1875,0,0,1,12,22,34,79,0,1,1,24,37,83,0,1,1,21,32,75,0,1,1,22,34,79,0,5,0,57,0,24,0,45,0,0,0,0,0,0,0,57,0,24,0,45,0,0,0,0,0,0,0,9,4,24,67,119
1876,0,0,7,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,72
1877,0,0,3,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,138
1878,0,0,4,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,74
1879,0,0,3,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,60,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,101
1880,0,0,8,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,119
1881,0,0,3,0,2,1,55,10,15,30,2,1,54,10,15,30,2,1,60,10,15,30,2,1,55,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,120
1882,0,0,8,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,143
1883,0,0,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,80
1884,0,0,9,0,14,1,60,10,15,30,14,1,64,10,15,30,14,1,57,10,15,30,14,1,60,0,0,0,48,0,0,0,0,0,0,44,0,0,0,0,48,0,0,0,0,0,0,44,0,0,0,0,8,3,1,49,112
1885,0,0,3,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,185
1886,0,0,1,12,22,34,78,1,1,1,24,37,82,1,1,1,20,32,75,1,1,1,22,34,78,0,0,0,57,0,23,0,55,3,0,0,0,0,0,0,57,0,23,0,55,3,0,0,0,0,0,0,9,3,49,40,30
1887,0,0,5,0,5,1,59,10,15,30,5,1,59,10,15,30,5,1,59,10,15,30,5,1,59,0,13,0,0,13,0,0,0,0,15,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,4,1,1,67,96
1888,0,0,1,12,37,31,71,1,1,1,36,30,69,1,1,1,43,37,78,1,1,1,37,31,71,0,0,0,60,0,21,0,0,0,0,0,0,55,0,0,60,0,21,0,0,0,0,0,0,55,0,0,10,4,45,45,162
1889,0,0,1,12,22,33,77,0,1,1,21,32,75,0,1,1,26,38,86,0,1,1,22,33,77,0,0,0,58,0,25,0,0,0,0,0,0,0,0,0,58,0,25,0,0,0,0,0,0,0,0,0,9,3,38,43,198
1890,0,0,1,12,22,33,76,0,1,1,21,32,73,0,1,1,25,38,82,0,1,1,22,33,76,0,5,0,0,0,29,0,0,0,0,0,0,62,0,0,0,0,29,0,0,0,0,0,0,62,0,0,10,3,28,33,117
1891,0,0,2,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,108
1892,0,0,1,12,22,33,78,0,1,1,20,31,76,0,1,1,26,37,87,0,1,1,22,33,78,0,0,0,58,0,24,0,0,6,0,0,0,0,0,0,58,0,24,0,0,6,0,0,0,0,0,0,9,2,46,54,142
1893,0,0,7,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,138
1894,0,0,4,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,83
1895,0,0,1,12,32,34,78,0,1,1,34,35,81,0,1,1,28,32,75,0,1,1,32,34,78,0,5,0,54,0,19,0,0,0,0,0,0,51,0,0,54,0,19,0,0,0,0,0,0,51,0,0,9,4,49,47,22
1896,0,0,2,0,2,1,58,10,15,30,2,1,59,10,15,30,2,1,55,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,61
1897,0,0,1,12,27,32,75,0,1,1,28,33,77,0,1,1,25,30,71,0,1,1,27,32,75,0,0,0,53,39,29,0,0,11,0,0,0,0,0,0,53,39,29,0,0,11,0,0,0,0,0,0,7,4,148,46,138
1898,0,0,5,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,1,35,56
1899,0,0,9,0,2,1,58,10,15,30,2,1,60,10,15,30,2,1,54,10,15,30,2,1,58,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,1,35,117
